ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1718,0.0445764,61,0,37.5,1,4,0,0,0,0
1721,0.003574848,70,0,0.410062479,6081,15,0,1,0,0
1723,0.032998429,30,0,0.004461298,4482,1,0,0,0,0
1728,0.036347783,49,0,0.180969958,9752,11,0,0,0,1
1731,0.537417139,38,1,2748,NA,5,3,1,3,0
1736,0.295740852,47,0,0.178619035,3750,3,0,0,0,2
1740,0.600066364,53,1,0.50857819,5070,15,0,1,0,1
1749,0.006796192,77,0,0.41393079,2253,13,0,1,0,0
1750,0.132962653,61,0,0.371699564,3900,10,0,1,0,3
1751,0.827200631,53,0,0.505687694,2900,8,0,3,0,0
1752,0.022417562,72,0,0.001825769,7667,2,0,0,0,0
1755,0.514708735,35,0,0.91878384,2400,18,0,1,0,1
1757,0.022438565,81,0,0.230679837,3441,8,0,1,0,0
1761,0.056476222,59,0,3612,NA,7,0,2,0,0
1763,0.056895398,64,0,0.335904688,11666,14,0,3,0,0
1764,0.9999999,39,3,0.112225335,6780,5,0,0,0,0
1769,0.03473748,67,0,1969,NA,10,0,2,0,0
1776,0.39159148,45,0,1363,NA,7,0,3,0,0
1778,0.332944509,38,0,0.004916257,12000,3,0,0,0,1
1784,0.162218632,49,0,0.459160129,4333,9,0,2,0,1
1787,0.04550585,58,0,0.00979804,5000,5,0,0,0,1
1791,0,52,0,0.163458647,6649,3,0,1,0,2
1792,0.9999999,31,1,813,NA,4,2,0,1,0
1797,0.978808477,47,1,0.428419088,3750,5,4,0,0,1
1798,1.050951924,61,3,0.801221544,1800,7,3,2,0,0
1804,0.9999999,79,0,190,NA,0,0,0,0,0
1807,0.911663333,37,0,0.632308212,5917,11,0,2,0,3
1815,0.021639523,56,0,0.323073492,8966,21,0,2,0,2
1817,0.011845698,76,0,9,NA,3,0,0,0,0
1821,0.350847689,47,0,0.43258377,11250,9,0,2,0,3
1827,0.9999999,64,1,0.967923863,2836,6,0,1,0,2
1828,0.167835331,37,0,0.716118685,3740,20,0,2,0,1
1830,0.028592856,33,1,0.191657272,2660,8,0,0,0,0
1836,0.371644487,32,0,0.427944404,4100,13,0,0,1,2
1842,0.01783591,80,0,1062,NA,13,0,2,0,0
1846,0.9999999,55,0,0.025398541,3700,1,2,0,1,0
1848,0.519302673,40,0,0.765896315,8004,12,0,3,0,0
1850,0.203916305,57,0,0.346379089,7000,8,0,1,0,1
1857,0.101740388,64,0,0.361220731,3800,9,0,1,0,0
1859,0.617672488,44,1,0.14130275,6800,8,0,0,0,2
1865,0.655344655,35,0,0.294355859,3950,6,0,0,0,2
1871,0.169233231,47,0,0.228154369,5000,6,0,1,0,2
1873,0.441343163,45,0,1.404297851,2000,15,0,1,0,0
1883,0.075929766,40,0,87,NA,9,0,0,0,0
1887,0.03167801,28,0,0.114237715,2380,7,0,0,0,0
1894,0.006631879,27,0,0.186841149,2750,6,0,0,0,0
1899,0.049889802,44,1,2549,NA,6,0,1,0,0
1900,0.556591981,45,0,1.409716125,6833,22,0,8,0,0
1904,0.03382955,58,0,0.177037996,8500,10,0,2,0,0
1908,0.103659756,29,0,0.195398574,3085,5,0,0,0,0
1911,0.151567098,61,0,0.52310231,8483,3,0,1,0,0
1915,0.9999999,24,0,0.176025918,925,1,0,0,0,0
1918,0.376297369,55,0,1663,NA,5,0,1,0,0
1925,0.017639294,89,0,0.007223476,2214,6,0,0,0,0
1928,0.009386388,71,0,0.010705922,2988,12,0,0,0,0
1929,0.86234251,34,0,0.370256803,5217,6,0,1,1,2
1932,0.02579742,75,0,0.005178402,15834,2,0,0,0,1
1934,0,42,0,0,5000,2,0,0,0,0
1938,0.10189678,24,0,0.017257039,1100,7,0,0,0,0
1939,0.891623721,37,0,0.564257446,4800,8,0,1,0,1
1940,0.786357071,44,0,0.066129456,11416,7,0,0,0,0
1942,0.339485947,31,0,0.514124842,10300,15,0,2,0,0
1949,0.615059839,47,0,2.777496839,790,7,0,0,0,0
1950,0.239984263,33,0,0.553889222,5000,6,0,1,0,1
1952,0.239735812,45,0,0.73225917,5833,9,0,1,0,0
1966,0.068063285,52,0,0.226804124,3200,12,0,2,0,0
1970,0.047647618,73,0,639,NA,5,0,1,0,0
1971,0.159244895,50,0,0.410598234,6000,5,0,1,0,0
1975,0.152989801,65,0,704,NA,4,0,1,0,0
1976,0.373342184,48,2,3.45243805,1250,27,0,2,0,2
1981,0.016422761,83,0,0.005982292,4178,8,0,0,0,0
1982,0.16536001,71,0,0.349833333,5999,11,0,2,0,0
1985,0.188387441,56,0,0.078538927,16042,3,0,1,0,3
2002,0.543456543,25,0,27,NA,2,0,0,0,0
2008,0.015679373,73,0,0.182954261,4000,6,0,1,0,0
2009,0.447986,58,0,1408,NA,5,0,1,0,0
2011,0.077513799,29,0,0.011997715,5250,4,0,0,0,1
2014,0.457507411,39,0,1003,NA,5,0,0,0,0
2021,0.081286569,70,0,0.118515784,10833,14,0,1,0,0
2025,0.9999999,46,0,0.427854938,5183,4,1,1,0,7
2026,0.663133687,41,1,0.266495287,4667,5,1,0,0,0
2034,0.170235836,57,0,0.130234791,25000,5,0,1,0,1
2036,0.177730469,34,0,0.156888693,6800,8,0,0,0,0
2042,0.121227307,34,0,0.389911384,4400,7,0,1,0,0
2046,0.030960339,51,1,0.255676759,8983,22,0,1,0,0
2050,0.036812805999999997,60,0,0.257091956,14593,9,0,1,0,3
2051,0.01292519,54,0,0.00235248,5100,9,0,0,0,3
2052,0.968071818,60,0,4908,NA,21,0,2,0,0
2054,0.007363246,75,0,0.002999,3000,5,0,0,0,0
2061,0.032570498,48,2,0.358771298,12500,21,0,2,1,0
2062,0.002586427,68,0,4,NA,4,0,0,0,NA
2077,0.051477664,74,0,637,NA,11,0,1,0,0
2082,0.772891132,55,2,0.286726106,12000,6,1,2,0,0
2089,0.011629342,64,0,0.200303976,12500,10,0,1,0,1
2090,0.20223306,70,2,0.657354741,41666,22,0,5,0,1
2091,0.028005705,49,0,0.299329199,7900,16,0,2,0,0
2092,0.004593166,65,0,1155,NA,11,0,1,0,0
2093,0.042312909,35,0,0.418166509,9500,8,0,2,0,1
2096,0.023248838,36,0,0.088126389,4050,4,0,0,0,0
2105,0.118811275,57,0,0.117432215,16153,8,0,1,0,1
2109,0.9999999,27,0,0.077780358,4306,1,0,0,0,0
2114,0,37,0,2865,NA,8,0,5,0,2
2116,0.503660421,51,0,0.346370889,15416,22,0,3,0,2
2123,0.671517276,37,0,0.387526779,4200,12,0,0,0,0
2135,0.093984336,24,0,16,NA,2,0,0,0,0
2136,0.287522654,39,2,0.634727545,6000,19,0,1,0,2
2137,0.23459476,54,0,0.278879813,4284,8,0,1,0,1
2145,0.020545155,51,0,0.074226451,11666,7,0,0,0,0
2147,0.01699306,73,0,0.269474638,4415,13,0,2,0,0
2152,0.108532462,52,3,0.338559418,4400,13,1,1,0,1
2154,0.016777713,66,1,0.326134773,5000,13,0,3,0,0
2155,0.147292635,40,0,0.067548418,6350,2,0,1,0,2
2159,0.070111885,56,0,0.220878049,10249,6,0,2,0,0
2164,0.359984517,57,0,2108,NA,8,0,1,0,0
2165,0.03284384,57,0,0.247532417,10333,25,0,2,0,0
2170,0.933275834,48,0,0.827038942,6804,10,0,1,1,1
2171,0.9999999,35,3,0.353441093,6000,5,2,0,1,1
2174,0.020957257,63,0,0.405168436,4333,11,0,2,0,0
2175,0.058047098,47,0,0.066564358,10425,3,0,0,0,3
2186,0.16069133,37,0,2565,NA,5,0,2,0,0
2191,0.118114054,26,0,734,NA,5,0,0,0,NA
2192,0.036329154,52,0,3617,NA,10,0,1,0,NA
2202,0.003799905,59,0,0.398802203,18700,9,0,3,0,2
2210,0.546226887,26,0,0.071192375,5140,3,2,0,2,1
2216,0.014665445,29,0,928,NA,9,0,0,0,1
2217,0.030785947,32,0,0.561170696,5500,9,0,2,0,0
2219,0.67083045,49,0,0.425211966,6250,7,0,1,0,3
2227,0.9999999,63,0,0,2390,1,0,0,0,1
2235,0.178084094,38,0,0.836036436,4500,13,0,2,0,2
2239,0.9999999,40,0,73,NA,0,0,0,0,0
2240,0.189053083,33,1,0.173565287,5000,10,0,0,0,0
2246,0.420629115,26,0,0.062189055,803,3,0,0,0,0
2249,0.016066131,85,0,0.135431062,9406,10,0,0,0,0
2250,0.041681196,47,0,0.051726629,6920,5,0,0,0,2
2251,0.126607058,68,0,1327,NA,3,0,1,0,NA
2252,0.487686935,49,0,4467,NA,12,0,2,0,0
2255,0.108687628,70,0,0.33674189,2835,7,0,1,0,0
2258,0.659006779,50,0,0.564160685,7940,10,0,3,0,2
2267,0.035763475,69,0,0.200508998,5500,9,0,0,0,1
2271,0.944044764,27,0,0.14089422,4584,7,0,0,0,1
2275,0.691869991,50,0,1.082024842,4266,14,0,3,0,0
2277,0.018401824,43,0,0.482294264,4009,7,0,1,0,0
2284,0.979246733,33,3,0.113866325,7016,8,0,0,0,2
2287,0.9999999,22,98,0,NA,0,98,0,98,0
2301,0.004269932,73,0,10,NA,10,0,0,0,0
2302,0.225189112,46,0,0.406138107,11729,9,0,3,0,3
2304,2.63155e-4,59,0,0.237585688,5980,11,0,2,0,1
2306,0.41522923900000003,55,1,0.236357659,3041,5,0,0,0,0
2313,0.012689563,83,1,0.010689354,4583,23,0,0,0,0
2314,0.495520162,55,1,0.701377099,5300,12,0,1,1,2
2323,0.014566524,61,0,1475,NA,11,0,1,0,2
2325,0.148269541,65,0,869,NA,3,0,0,0,0
2327,0,25,1,0,820,2,0,0,0,0
2328,5.83899e-4,46,0,0.409908909,4500,4,0,0,0,0
2329,0.9999999,47,0,0.031665458,4136,1,0,0,0,3
2332,6324,59,0,0.136672851,11318,4,0,1,0,1
2336,0.001481262,47,0,910,NA,5,0,0,0,1
2337,0.9999999,48,4,1.195921631,2500,5,1,3,1,0
2353,0.005333172,91,0,3.01495e-4,16583,3,0,0,0,0
2354,0.032188754,72,0,0.004176225,17000,4,0,0,0,1
2356,0.9999999,41,0,115,NA,1,0,0,0,NA
2357,0.276986151,45,0,0.759673094,7830,8,0,3,0,0
2358,0.919452151,71,1,4942,NA,30,1,1,0,0
2361,0.185087574,57,0,0.35906303,15325,20,0,4,0,2
2365,0,55,0,785,NA,4,0,0,0,0
2369,0.393875435,65,0,0.329797446,20833,15,0,6,0,3
2375,0.023681718,62,0,0.451478551,2400,7,0,3,0,0
2380,0.068726999,59,2,0.339263276,15120,16,0,1,0,4
2382,0,58,0,0.132574778,11600,10,0,3,0,1
2389,0.771024905,50,1,0.350720659,8741,14,0,2,0,5
2390,0.962037962,38,1,0.182575272,1560,3,0,0,0,0
2395,0.173592,41,0,0.452241195,3747,9,0,2,0,0
2397,0.018547333,84,0,31,NA,8,0,0,0,0
2400,0.11493527,35,1,0.101624323,2400,3,0,0,0,0
2402,0.728787735,38,1,0.353819491,7500,6,3,1,2,0
2404,0.076955976,49,0,0.465322965,6300,8,0,3,0,2
2407,0.972881909,46,3,0.769292283,2500,8,0,0,4,3
2413,0.568293455,45,0,1.001619579,5556,9,0,1,0,2
2417,0.017705623,33,0,0.319053619,7142,7,0,1,0,0
2423,0,84,0,0.188712522,1700,5,0,0,0,0
2427,0.53648363,30,1,3106,NA,9,0,1,0,0
2429,2.837806547,64,2,0.411417144,11000,8,0,2,0,2
2433,0.05924195,51,0,0.358914427,7700,6,0,2,0,2
2444,0.060803457,62,0,0.449477352,6600,7,0,1,0,0
2445,0.25389671,58,0,1.008893579,6633,30,0,5,0,0
2449,0.311908921,57,0,0.038740315,4000,1,0,0,0,1
2451,0.275536858,47,0,0.192701825,4000,3,0,0,0,2
2456,0.302227225,64,0,0.189887119,6466,13,0,0,0,1
2458,0.015984016,51,0,3138,NA,4,0,2,0,0
2463,0.819311085,51,0,0.508774298,7407,14,0,2,0,0
2468,0.002197706,81,0,0.078437404,3250,6,0,0,0,1
2469,0.951575711,29,0,0.873503384,1920,9,0,1,2,0
2472,0.9999999,46,1,0.673163418,2000,5,3,0,2,0
2480,0.04559544,65,0,0.294095454,5300,3,0,1,0,0
2485,0.831128732,47,0,0.46374635,11984,16,0,2,0,0
2489,0.409889289,38,0,0.782426778,2150,8,0,1,0,1
2490,0.258262875,40,1,0.718093969,3000,5,3,2,0,1
2492,0.006367642,62,0,6413,NA,18,0,2,0,0
2494,0.039799276,50,0,0.177809902,8300,8,0,1,0,3
2495,0.882164926,60,0,0.426229508,2500,8,0,0,0,0
2515,0.926799199,81,1,2110,NA,6,0,0,0,0
2517,0.306986638,67,0,0.38263478,12000,12,0,2,0,0
2523,0.353357583,40,0,0.691030897,10000,10,0,4,0,6
2528,0.032020796,64,0,126,NA,11,0,0,0,0
2530,0.650168985,61,0,0.783073131,6084,22,0,1,0,1
2533,0.9999999,51,1,0.181613649,16000,5,0,1,0,2
2543,0.01099945,63,0,0.006928406,865,5,0,0,0,0
2548,0.163462649,30,0,0.235238988,3200,12,0,0,0,0
2550,0.423639586,39,0,0.15797684,33333,10,0,2,0,2
2552,0.972037284,53,2,0.178454842,3675,9,1,0,1,0
2555,0.320599996,56,0,0.260669262,28000,26,0,2,0,2
2563,0.014899255,62,0,863,NA,6,0,1,0,0
2568,0.003503268,41,0,0.552093899,6900,17,0,3,0,2
2574,2.760956175,65,0,0.470273484,1681,3,4,0,0,0
2579,0,79,0,0.087346025,4464,8,0,0,0,0
2587,0.029883804,63,0,0.246119734,3156,12,0,1,0,1
2589,0,50,0,0,NA,4,0,0,0,0
2593,0.109183287,50,0,0.228628562,6000,6,0,1,0,2
2595,0.026572577,78,0,0.440578903,3592,31,0,2,0,0
2604,0.248978185,50,1,458,NA,9,0,0,0,1
2607,0.9999999,56,0,0.443389153,4000,6,0,1,0,2
2609,0.017927435,53,0,0.20097129,7000,10,0,0,0,3
2618,0.129652994,49,0,0.489956641,11300,12,0,2,0,6
2627,0.160898806,36,0,2.512269939,325,11,0,1,0,0
2630,0.106363121,45,0,0.287671233,10000,5,0,2,0,5
2631,0.030132005,36,0,0.575217886,7916,7,0,2,0,0
2634,0.9999999,32,0,5.791044776,200,4,0,2,0,4
2635,0.224252667,48,5,0.46662153,7384,11,0,2,0,1
2637,0.9999999,33,0,0.456089277,2060,5,0,1,0,0
2640,0.429820482,43,1,0.139293461,6453,7,0,0,0,2
2641,0.986504614,35,0,0.645189958,4500,11,0,1,0,1
2642,0.986280549,45,0,0.744842233,3295,8,0,2,0,0
2644,0.038822972,76,0,0.671046993,7000,12,0,5,0,0
2647,0.141670459,64,0,0.418121994,3950,16,0,2,0,1
2649,0,57,0,0,8500,3,0,0,0,3
2656,0.944482897,61,1,2582,NA,9,2,1,0,2
2660,0.027882592,45,0,2196,0,11,0,2,0,2
2661,0.010916837,42,0,0.055185284,3750,8,0,0,0,0
2664,0.158624144,64,0,0.300579961,15000,10,0,2,0,0
2668,0.071202487,68,0,0.934950847,4780,7,0,1,0,0
2671,0.120733881,67,0,0.22622108,3500,5,0,1,0,0
2680,0.018418761,79,0,736,NA,2,0,1,0,0
2685,0.012989074,54,1,0.530156614,3000,12,0,1,0,5
2686,0.463684544,52,0,0.129979368,6300,3,0,0,0,0
2688,0.922613341,34,0,3297,NA,9,0,1,1,0
2689,0.558410262,45,0,0.116188381,10000,4,0,1,0,0
2691,0,61,0,0.160493827,1700,7,0,0,0,0
2692,0.026308992,35,0,4299,NA,6,0,3,0,0
2695,0.020155104,65,0,101,NA,17,0,0,0,0
2701,0.9999999,34,0,0.16950693,4400,1,0,0,0,0
2702,1.026986507,56,0,2337,NA,5,1,1,1,1
2705,0.579427572,27,0,0.370253165,3475,17,0,0,0,0
2713,0.761406354,60,0,0.411380811,8733,14,0,2,0,0
2714,0.164283572,71,0,0.00959808,5000,2,0,0,0,0
2719,0.955579771,51,0,0.530306186,4800,7,0,2,0,3
2731,0.005168167,60,0,0.084772873,3125,6,0,0,0,0
2734,0.266489007,28,0,12,NA,2,0,0,0,0
2738,0.074101568,80,0,0.009958176,5020,4,0,0,0,1
2739,0.047712383,37,0,0.4520024,13333,8,0,2,0,3
2741,0.677474622,57,0,0.394578313,14607,13,0,2,0,0
2747,0.9999999,35,0,3831,NA,4,0,1,0,0
2754,0.506915514,66,0,0.147426393,4720,5,0,0,0,0
2756,0.9999999,55,0,0,NA,1,0,0,0,0
2758,0,46,0,0,4428,1,0,0,0,1
2759,0.007293689,27,1,0.136312089,4408,6,0,0,0,0
2766,0.003554418,72,0,0.438219204,5300,9,0,1,0,0
2771,0.583270935,44,0,0.084059993,8600,3,0,0,0,4
2778,0.003204331,89,0,4.99917e-4,6000,4,0,0,0,0
2789,0.086477467,52,0,0.09239472,17500,14,0,1,0,2
2790,0.020412385,46,0,0.10875,8799,4,1,0,0,1
2794,0.433461198,51,0,0.26226574,9497,6,0,1,0,4
2804,0.031825066,64,0,0.363629084,12487,11,0,4,0,0
2805,0.001444412,53,0,0.188960516,2481,5,0,1,0,0
2809,0.682152429,41,0,0.136047134,5600,7,0,0,0,0
2815,0.605473204,48,0,0.550224888,2000,7,0,0,0,2
2819,0.128557943,37,1,0.425143453,3833,13,0,1,0,0
2820,0.04093976,65,0,0.196340183,6666,7,0,1,0,0
2826,0,39,1,0.986253437,4000,10,0,4,0,0
2827,0.092976268,68,0,81,NA,7,0,0,0,0
2832,0,81,0,286,NA,10,0,0,0,0
2840,0.138953538,61,0,0.036245469,8000,4,0,0,0,1
2843,0,67,0,0.087630725,2772,5,0,0,0,0
2852,0,81,0,0,1800,6,0,0,0,0
2853,0.117213048,33,0,0.36775483,1500,8,0,0,0,0
2857,0.234746034,63,1,0.173385196,8483,9,0,1,0,1
2858,0.352478044,47,0,0.436352254,9583,11,0,1,0,1
2859,0.002405561,66,0,0.012420181,14250,13,0,0,0,0
2861,0.275697774,28,0,0.196188691,3200,5,0,0,0,0
2865,0.011449428,96,0,15,NA,3,0,0,0,0
2868,0.006137825,72,0,0.002596728,3850,6,0,0,0,0
2869,0.3696019,53,0,0.251818329,6186,8,0,1,0,3
2871,0.089225616,55,0,0.287084269,4900,6,0,1,0,3
2873,0.346765323,86,0,0.598583235,3387,4,0,1,0,1
2880,0.793543472,29,0,0.304821151,4500,7,0,0,0,1
2883,0.269108796,36,0,0.264898116,2600,5,0,0,0,2
2886,0.066074225,46,0,2765,NA,6,0,2,0,0
2896,0.077848054,59,0,0.216252033,16600,9,0,3,0,4
2897,0.97540246,58,0,0.049441246,5905,1,0,0,0,0
2899,0.138219489,53,3,0.360877092,8664,20,1,4,0,0
2903,0.022154084,79,0,0.371116986,3025,12,0,1,0,0
2908,0.499537644,44,0,0.410027127,9952,7,0,1,0,2
2914,0.9999999,32,0,0.479180436,4538,8,0,2,0,2
2918,0.065634531,66,0,0.052905464,1152,4,0,0,0,0
2919,0.9999999,34,0,0,NA,2,0,0,0,0
2922,0.06266858,61,0,2303,NA,6,0,1,0,0
2928,0.29385201,35,0,0.096446701,6500,8,0,0,0,0
2937,0.041942114,64,0,2411,NA,9,0,1,0,NA
2942,0,64,0,0,7383,9,0,0,0,0
2943,0.122219445,33,0,0.009992862,1400,3,0,0,0,0
2951,0.027237104,56,0,6420,NA,10,0,3,0,NA
2962,0.005790399,61,0,0.275552228,2670,8,0,1,0,2
2965,0.536747939,62,0,0.761082326,3473,12,0,1,0,0
2966,0.01449978,81,0,0.320854332,4166,7,0,2,0,0
2971,0,43,0,0.454052007,7921,4,0,1,3,1
2972,0.043978011,22,0,68,NA,1,0,0,0,0
2977,0.00359928,33,1,0.356499356,3884,4,0,1,0,2
2982,0.151674924,46,0,0.284943011,5000,4,0,2,0,3
2985,0.006109712,62,0,1522,NA,9,0,1,0,NA
2987,1.079681275,29,1,0.370314843,2000,5,3,0,0,0
2993,0.077908693,40,1,0.438969765,6250,10,0,1,2,1
2996,0.290995031,41,0,0.521942353,3850,6,0,1,0,5
3013,0.007836415,71,0,1052,NA,15,0,1,0,0
3017,0.444104655,43,0,0.310667301,6308,5,0,2,0,2
3020,0.9999999,42,0,0.132915138,8448,2,1,0,1,2
3023,0.058345889,62,0,0.016690302,9166,6,0,0,0,0
3024,0.99640072,41,0,0.228489386,9750,5,0,1,0,3
3025,0.637834322,40,0,1260,NA,9,0,2,0,0
3026,0.929868562,46,3,0.580886505,7083,12,1,2,1,1
3028,0.08861387,62,0,0.12571857,4000,11,0,0,0,0
3030,0.010497376,49,0,2.49938e-4,4000,1,0,0,0,2
3033,0,50,0,0.370589524,9125,9,0,2,0,0
3034,0.921459407,38,0,0.712747482,2878,8,0,1,0,0
3037,0.072348385,71,0,0.01219878,10000,4,0,0,0,0
3050,0.129693515,60,0,0.425595734,6000,7,0,1,0,0
3052,0.123953206,54,2,0.96992596,13100,24,0,6,0,4
3056,0.114582597,34,0,0.568368672,4621,7,0,1,0,0
3057,0.138076605,55,0,0.261372398,3890,12,0,0,0,0
3060,0.354783411,69,0,487,NA,8,0,0,0,0
3061,0.078344305,52,0,0.529290429,9695,11,0,3,0,1
3069,0.635565188,67,3,0.339445138,10416,11,0,2,2,0
3073,0.071471176,41,0,0.379172435,6500,5,0,2,0,3
3076,0.020921244,40,0,0.304663738,5917,4,0,2,0,0
3077,1.013746563,43,1,0.165619646,1750,6,0,0,1,1
3078,0.221174188,62,0,0.69878204,5500,12,0,1,0,1
3079,1.020756866,30,2,0.439538384,3985,10,0,1,0,2
3080,0.04363438,49,0,0.221050718,5500,7,0,1,0,0
3083,0.025898079,72,0,0.006959443,4166,7,0,0,0,0
3085,0.11138879,75,0,0.263903353,4800,11,0,1,0,0
3090,0.013789948,30,0,0.016793283,2500,5,0,0,0,0
3101,0.057138322,28,0,0.169009684,3200,6,0,0,0,0
3113,0.9999999,40,0,0.00817934,3300,2,0,0,0,0
3116,0,68,0,27,NA,2,0,0,0,0
3117,0.203334172,38,0,0.350108315,6000,16,0,1,0,3
3122,0.021734559,57,0,1471,NA,12,0,1,0,0
3128,0.20784972,50,0,0.35834478,11647,4,0,1,0,4
3133,0.50671726,68,0,0.640503517,2700,17,0,0,0,0
3136,0.10238573,42,0,0.514954742,5081,9,0,2,0,3
3142,0.159942231,62,0,0.348914858,9583,10,0,1,0,1
3155,0.183049785,35,0,0.057859881,5737,11,0,0,0,1
3156,0.9999999,25,0,0.07293595,2700,1,0,0,0,0
3157,0.86155976,59,0,0.116463737,5666,4,0,0,0,1
3164,0.067909796,55,0,0.341904958,14582,7,0,1,0,2
3168,0.128930684,54,0,5174,NA,10,0,2,0,1
3169,0.01449855,57,0,0.271026938,8500,10,0,1,0,3
3171,0.682231777,52,0,0.536546675,8194,6,0,3,0,0
3174,0.597505045,51,6,0.057944846,6091,12,0,0,2,0
3175,0.32345951,53,0,0.598743097,5250,9,0,2,0,3
3176,0.004962218,59,0,0.343869995,14583,22,0,2,0,1
3177,0.140722024,61,0,0.10325203299999999,4919,4,0,0,0,2
3180,0.248722411,42,0,0.854271357,4576,7,0,1,0,2
3181,0.027759857,56,0,514,NA,7,0,0,0,4
3182,0.11729413,42,0,0.131391031,3500,8,0,1,0,2
3184,0.021711496,60,0,626,NA,12,0,1,0,NA
3187,0.247496295,42,0,0.457789105,9416,11,0,2,0,2
3198,0.030147045,39,0,0.354464554,10000,9,0,2,0,2
3209,0.9999999,46,0,0.159107271,4166,0,1,0,0,0
3210,0.330990265,49,2,0.135818209,13333,10,0,1,0,4
3213,0.652423172,41,0,0.36890595,5209,4,0,1,0,2
3240,0.359602184,59,0,701,NA,5,0,0,0,0
3243,0.016544156,60,0,1193,NA,15,0,1,0,NA
3248,0.092782043,40,0,0.271483583,9867,8,0,1,0,0
3257,0.062123447,59,0,7327,NA,18,0,15,0,NA
3269,0.9999999,55,1,1.520953164,1216,4,0,3,0,0
3275,0.0079996,88,0,4,NA,2,0,0,0,0
3281,0.361326983,55,0,0.415718718,6768,7,0,2,0,0
3282,0.7807361,49,5,0.411117776,5000,7,0,2,1,1
3284,0.191115555,42,0,1185,NA,5,0,1,0,0
3285,0.20134649,64,0,1636,NA,6,0,1,0,0
3288,0.409143189,65,0,5969,NA,19,0,1,0,1
3295,0.996087524,29,0,0.58811832,4022,10,0,1,0,0
3297,0.9999999,57,0,0.253725712,5300,4,0,1,0,4
3304,0.37576652,46,0,0.29595631,8605,11,0,1,0,2
3305,0.001586862,58,0,0.209158168,5000,8,0,2,0,1
3307,0.273744785,50,0,0.502382213,5666,12,0,1,0,0
3311,0.067631079,66,0,0.172655488,11270,3,0,2,0,0
3313,0.039132464,72,0,0.009256085,5833,8,0,0,0,0
3315,0.9999999,53,1,0,3878,0,0,0,0,0
3325,0.466187365,52,0,0.580598104,4112,8,0,1,0,0
3333,0,74,0,2261,NA,7,0,1,0,0
3335,0.25949279200000003,54,0,0.953496628,2816,5,0,2,0,2
3336,0.014060322,45,0,0.162399415,4100,8,0,0,0,4
3338,0.168677611,76,0,0.137035949,10208,7,0,2,0,0
3339,0.059036711,36,0,0.664167916,2000,10,0,1,0,0
3343,1.19087e-4,55,0,0.23890148,7500,16,0,2,0,0
3344,0.00218162,26,0,2.112138728,864,5,0,1,0,0
3346,0.9999999,27,0,881,NA,3,0,1,0,0
3350,0,55,0,0.367690783,9080,10,0,1,0,2
3353,0.87064117,53,0,1238,NA,4,1,0,1,0
3354,0.542539948,33,0,1.501749125,2000,5,0,2,0,0
3356,0.216141416,39,0,0.257909875,7300,9,0,2,0,0
3370,0,61,0,0,NA,2,0,0,0,0
3386,0.999820885,41,0,0.456908618,5000,6,0,2,0,3
3390,0.114043727,74,0,2636,NA,14,0,3,0,0
3413,0.510128913,36,0,0.616966581,3500,4,0,1,0,1
3414,0.493769074,57,2,0.372816503,6010,11,0,2,2,2
3417,0.834839454,36,1,0.212615792,6800,10,1,0,3,3
3418,0.018886158,33,0,3756,NA,2,0,1,0,0
3420,0.16698255,84,0,253,NA,7,0,0,0,0
3422,0.984803039,47,0,0.090694935,3395,6,0,0,0,0
3433,0.045607704,36,0,0.431097638,7916,11,0,2,0,0
3434,0.026471914,59,0,1351,NA,11,0,1,0,0
3445,0.709779693,56,0,0.360867559,4333,9,0,1,0,0
3449,6.7191e-4,32,0,9.99667e-4,3000,5,0,0,0,0
3456,0.033742916,55,0,0.19237435,7500,8,0,1,0,0
3463,0.044791042,92,0,0.00119976,5000,1,0,0,0,0
3472,0.307546921,59,0,3661,NA,7,0,1,0,3
3478,0.421299761,49,0,0.394252232,7167,19,0,1,0,2
3482,0.164461835,39,0,2797,NA,6,0,1,0,0
3486,0.19177938,38,0,0.491754123,2000,8,0,1,0,0
3488,0.543903306,53,0,0.114359415,4651,8,0,0,0,0
3501,0.711237719,40,2,0.57706049,8116,9,1,2,0,1
3502,0.147872892,55,0,0.234692077,17000,11,0,2,0,2
3503,0.040806774,29,0,0.285567364,5833,5,0,1,0,0
3508,0.048747563,57,0,0.070923126,6217,4,0,1,0,0
3513,1.32625e-4,41,0,0.429550908,5833,10,0,1,0,2
3515,0.276693644,40,1,0.680188544,7000,16,0,2,0,1
3520,0.564996328,51,0,0.346033729,1600,4,0,0,0,0
3523,0.055957762,68,0,0.020391843,2500,6,0,0,0,0
3524,0.245599874,42,0,0.926661669,8003,15,0,5,0,3
3533,0.038381141,50,0,0.152130441,6500,12,0,1,0,0
3536,0.560878244,50,0,834,NA,2,0,1,0,1
3537,0.613901362,50,0,0.273156986,11000,8,0,2,0,0
3539,0.110626005,78,0,0.065089779,11583,8,0,0,0,0
3542,0.166975688,54,0,0.344813655,9900,6,0,2,0,2
3547,0.972232905,40,3,1.179950014,3600,10,1,4,1,1
3551,0.064793409,75,0,0.322903188,8500,15,0,3,0,1
